|dates|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Breckinridge_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|14.0|0|0.0|0|0.0|0
0|2020-05-15|14.0|0|0.0|0|0.0|0
0|2020-05-16|14.0|0|0.0|0|0.0|0
