|dates|Saunders_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Saunders_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Saunders_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Saunders_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Saunders_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Saunders_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|31.0|0|1.0|0|0.0|0
0|2020-05-28|31.0|0|1.0|0|0.0|0
0|2020-05-29|31.0|0|1.0|0|0.0|0
0|2020-05-30|31.0|0|1.0|0|0.0|0
