|dates|Bell_Texas_UnitedStates.JHU_ConfirmedCases.data|Bell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|248.0|0|3.0|0|0.0|0
0|2020-05-18|248.0|0|3.0|0|0.0|0
0|2020-05-19|260.0|0|3.0|0|0.0|0
0|2020-05-20|267.0|0|3.0|0|0.0|0
0|2020-05-21|282.0|0|3.0|0|0.0|0
0|2020-05-22|282.0|0|3.0|0|0.0|0
0|2020-05-23|282.0|0|3.0|0|0.0|0
