|dates|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Mississippi_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|61.0|0|0.0|0|0.0|0
0|2020-05-18|62.0|0|0.0|0|0.0|0
0|2020-05-19|65.0|0|1.0|0|0.0|0
0|2020-05-20|66.0|0|1.0|0|0.0|0
0|2020-05-21|69.0|0|1.0|0|0.0|0
0|2020-05-22|70.0|0|1.0|0|0.0|0
0|2020-05-23|70.0|0|1.0|0|0.0|0
