|dates|Bonneville_Idaho_UnitedStates.JHU_ConfirmedCases.data|Bonneville_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Bonneville_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Bonneville_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Bonneville_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Bonneville_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33.0|0|0.0|0|0.0|0
0|2020-05-28|33.0|0|0.0|0|0.0|0
0|2020-05-29|33.0|0|0.0|0|0.0|0
0|2020-05-30|33.0|0|0.0|0|0.0|0
