|dates|Tattnall_Georgia_UnitedStates.JHU_ConfirmedCases.data|Tattnall_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Tattnall_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Tattnall_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Tattnall_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Tattnall_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|19.0|0|0.0|0|0.0|0
0|2020-05-28|19.0|0|0.0|0|0.0|0
0|2020-05-29|19.0|0|0.0|0|0.0|0
0|2020-05-30|19.0|0|0.0|0|0.0|0
