|dates|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Kalamazoo_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|669.0|0|40.0|0|0.0|0
0|2020-05-15|679.0|0|41.0|0|0.0|0
0|2020-05-16|679.0|0|41.0|0|0.0|0
