|dates|Butte_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Butte_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Butte_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Butte_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Butte_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Butte_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|0.0|0|0.0|0|0.0|0
0|2020-05-15|0.0|0|0.0|0|0.0|0
0|2020-05-16|0.0|0|0.0|0|0.0|0
