|dates|Culpeper_Virginia_UnitedStates.JHU_ConfirmedCases.data|Culpeper_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Culpeper_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Culpeper_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Culpeper_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Culpeper_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|374.0|0|5.0|0|0.0|0
0|2020-05-18|388.0|0|5.0|0|0.0|0
0|2020-05-19|452.0|0|5.0|0|0.0|0
0|2020-05-20|494.0|0|5.0|0|0.0|0
0|2020-05-21|526.0|0|5.0|0|0.0|0
0|2020-05-22|555.0|0|5.0|0|0.0|0
0|2020-05-23|555.0|0|5.0|0|0.0|0
