|dates|Collin_Texas_UnitedStates.JHU_ConfirmedCases.data|Collin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Collin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Collin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Collin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Collin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1189.0|0|33.0|0|0.0|0
0|2020-05-28|1189.0|0|33.0|0|0.0|0
0|2020-05-29|1189.0|0|33.0|0|0.0|0
0|2020-05-30|1189.0|0|33.0|0|0.0|0
