|dates|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|LaMoure_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1266.0|0|25.0|0|0.0|0
0|2020-05-28|1266.0|0|25.0|0|0.0|0
0|2020-05-29|1266.0|0|25.0|0|0.0|0
0|2020-05-30|1266.0|0|25.0|0|0.0|0
