|dates|Lane_Oregon_UnitedStates.JHU_ConfirmedCases.data|Lane_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Lane_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Lane_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Lane_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Lane_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|67.0|0|2.0|0|0.0|0
0|2020-05-28|67.0|0|2.0|0|0.0|0
0|2020-05-29|67.0|0|2.0|0|0.0|0
0|2020-05-30|67.0|0|2.0|0|0.0|0
