|dates|Broward_Florida_UnitedStates.JHU_ConfirmedCases.data|Broward_Florida_UnitedStates.JHU_ConfirmedCases.missing|Broward_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Broward_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Broward_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Broward_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6243.0|0|279.0|0|0.0|0
0|2020-05-18|6322.0|0|281.0|0|0.0|0
0|2020-05-19|6369.0|0|282.0|0|0.0|0
0|2020-05-20|6407.0|0|285.0|0|0.0|0
0|2020-05-21|6514.0|0|286.0|0|0.0|0
0|2020-05-22|6580.0|0|286.0|0|0.0|0
0|2020-05-23|6580.0|0|286.0|0|0.0|0
