|dates|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|62.0|0|1.0|0|0.0|0
0|2020-05-28|62.0|0|1.0|0|0.0|0
0|2020-05-29|62.0|0|1.0|0|0.0|0
0|2020-05-30|62.0|0|1.0|0|0.0|0
