|dates|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedCases.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1642.0|0|113.0|0|0.0|0
0|2020-05-28|1642.0|0|113.0|0|0.0|0
0|2020-05-29|1642.0|0|113.0|0|0.0|0
0|2020-05-30|1642.0|0|113.0|0|0.0|0
