|dates|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Tammany_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1539.0|0|144.0|0|0.0|0
0|2020-05-18|1544.0|0|147.0|0|0.0|0
0|2020-05-19|1559.0|0|149.0|0|0.0|0
0|2020-05-20|1572.0|0|151.0|0|0.0|0
0|2020-05-21|1599.0|0|154.0|0|0.0|0
0|2020-05-22|1609.0|0|154.0|0|0.0|0
0|2020-05-23|1609.0|0|154.0|0|0.0|0
