|dates|Okaloosa_Florida_UnitedStates.JHU_ConfirmedCases.data|Okaloosa_Florida_UnitedStates.JHU_ConfirmedCases.missing|Okaloosa_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Okaloosa_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Okaloosa_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Okaloosa_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|198.0|0|6.0|0|0.0|0
0|2020-05-28|199.0|0|6.0|0|0.0|0
0|2020-05-29|199.0|0|6.0|0|0.0|0
0|2020-05-30|199.0|0|6.0|0|0.0|0
