|dates|Sevier_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Sevier_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Sevier_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Sevier_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Sevier_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Sevier_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|68.0|0|2.0|0|0.0|0
0|2020-05-18|69.0|0|2.0|0|0.0|0
0|2020-05-19|68.0|0|2.0|0|0.0|0
0|2020-05-20|68.0|0|2.0|0|0.0|0
0|2020-05-21|69.0|0|2.0|0|0.0|0
0|2020-05-22|70.0|0|2.0|0|0.0|0
0|2020-05-23|70.0|0|2.0|0|0.0|0
