|dates|Adams_Colorado_UnitedStates.JHU_ConfirmedCases.data|Adams_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Adams_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2613.0|0|102.0|0|0.0|0
0|2020-05-18|2640.0|0|102.0|0|0.0|0
0|2020-05-19|2675.0|0|104.0|0|0.0|0
0|2020-05-20|2737.0|0|108.0|0|0.0|0
0|2020-05-21|2759.0|0|108.0|0|0.0|0
0|2020-05-22|2802.0|0|111.0|0|0.0|0
0|2020-05-23|2802.0|0|111.0|0|0.0|0
