|dates|Dakota_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Dakota_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Dakota_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Dakota_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Dakota_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Dakota_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1458.0|0|3.0|0|0.0|0
0|2020-05-18|1476.0|0|3.0|0|0.0|0
0|2020-05-19|1476.0|0|3.0|0|0.0|0
0|2020-05-20|1475.0|0|15.0|0|0.0|0
0|2020-05-21|1489.0|0|15.0|0|0.0|0
0|2020-05-22|1568.0|0|15.0|0|0.0|0
0|2020-05-23|1568.0|0|15.0|0|0.0|0
