|dates|Atchison_Kansas_UnitedStates.JHU_ConfirmedCases.data|Atchison_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Atchison_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Atchison_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Atchison_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Atchison_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|15.0|0|0.0|0|0.0|0
0|2020-05-18|15.0|0|0.0|0|0.0|0
0|2020-05-19|15.0|0|0.0|0|0.0|0
0|2020-05-20|17.0|0|0.0|0|0.0|0
0|2020-05-21|18.0|0|0.0|0|0.0|0
0|2020-05-22|18.0|0|0.0|0|0.0|0
0|2020-05-23|18.0|0|0.0|0|0.0|0
