|dates|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Pennington_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|52.0|0|1.0|0|0.0|0
0|2020-05-18|58.0|0|1.0|0|0.0|0
0|2020-05-19|74.0|0|2.0|0|0.0|0
0|2020-05-20|85.0|0|2.0|0|0.0|0
0|2020-05-21|85.0|0|3.0|0|0.0|0
0|2020-05-22|127.0|0|3.0|0|0.0|0
0|2020-05-23|127.0|0|3.0|0|0.0|0
