|dates|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|92.0|0|9.0|0|0.0|0
0|2020-05-18|93.0|0|9.0|0|0.0|0
0|2020-05-19|94.0|0|9.0|0|0.0|0
0|2020-05-20|96.0|0|9.0|0|0.0|0
0|2020-05-21|99.0|0|9.0|0|0.0|0
0|2020-05-22|101.0|0|9.0|0|0.0|0
0|2020-05-23|101.0|0|9.0|0|0.0|0
