|dates|Davis_Utah_UnitedStates.JHU_ConfirmedCases.data|Davis_Utah_UnitedStates.JHU_ConfirmedCases.missing|Davis_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Davis_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Davis_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Davis_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|424.0|0|2.0|0|0.0|0
0|2020-05-28|424.0|0|2.0|0|0.0|0
0|2020-05-29|424.0|0|2.0|0|0.0|0
0|2020-05-30|424.0|0|2.0|0|0.0|0
