|dates|Webster_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Webster_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Webster_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Webster_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Webster_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Webster_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|59.0|0|1.0|0|0.0|0
0|2020-05-28|59.0|0|1.0|0|0.0|0
0|2020-05-29|59.0|0|1.0|0|0.0|0
0|2020-05-30|59.0|0|1.0|0|0.0|0
