|dates|Brown_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Brown_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Brown_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Brown_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|261.0|0|1.0|0|0.0|0
0|2020-05-28|261.0|0|1.0|0|0.0|0
0|2020-05-29|261.0|0|1.0|0|0.0|0
0|2020-05-30|261.0|0|1.0|0|0.0|0
