|dates|Terrell_Georgia_UnitedStates.JHU_ConfirmedCases.data|Terrell_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Terrell_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Terrell_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Terrell_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Terrell_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|215.0|0|26.0|0|0.0|0
0|2020-05-28|215.0|0|26.0|0|0.0|0
0|2020-05-29|215.0|0|26.0|0|0.0|0
0|2020-05-30|215.0|0|26.0|0|0.0|0
