|dates|SanJuan_Colorado_UnitedStates.JHU_ConfirmedCases.data|SanJuan_Colorado_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
