|dates|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Merrimack_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|327.0|0|13.0|0|0.0|0
0|2020-05-28|327.0|0|13.0|0|0.0|0
0|2020-05-29|327.0|0|13.0|0|0.0|0
0|2020-05-30|327.0|0|13.0|0|0.0|0
