|dates|Finney_Kansas_UnitedStates.JHU_ConfirmedCases.data|Finney_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Finney_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Finney_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Finney_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Finney_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1418.0|0|6.0|0|0.0|0
0|2020-05-25|1418.0|0|6.0|0|0.0|0
0|2020-05-26|1418.0|0|6.0|0|0.0|0
