|dates|Henry_Indiana_UnitedStates.JHU_ConfirmedCases.data|Henry_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Henry_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|125.0|0|3.0|0|0.0|0
0|2020-05-18|128.0|0|3.0|0|0.0|0
0|2020-05-19|137.0|0|4.0|0|0.0|0
0|2020-05-20|139.0|0|4.0|0|0.0|0
0|2020-05-21|152.0|0|4.0|0|0.0|0
0|2020-05-22|153.0|0|5.0|0|0.0|0
0|2020-05-23|153.0|0|5.0|0|0.0|0
