|dates|Buchanan_Missouri_UnitedStates.JHU_ConfirmedCases.data|Buchanan_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Buchanan_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Buchanan_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Buchanan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Buchanan_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|662.0|0|2.0|0|0.0|0
0|2020-05-28|662.0|0|2.0|0|0.0|0
0|2020-05-29|662.0|0|2.0|0|0.0|0
0|2020-05-30|662.0|0|2.0|0|0.0|0
