|dates|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|56.0|0|3.0|0|0.0|0
0|2020-05-18|57.0|0|3.0|0|0.0|0
0|2020-05-19|57.0|0|3.0|0|0.0|0
0|2020-05-20|68.0|0|3.0|0|0.0|0
0|2020-05-21|68.0|0|3.0|0|0.0|0
0|2020-05-22|78.0|0|3.0|0|0.0|0
0|2020-05-23|78.0|0|3.0|0|0.0|0
