|dates|OutofVA_Virginia_UnitedStates.JHU_ConfirmedCases.data|OutofVA_Virginia_UnitedStates.JHU_ConfirmedCases.missing|OutofVA_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|OutofVA_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|OutofVA_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|OutofVA_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
