|dates|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedCases.data|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedCases.missing|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|GrandTraverse_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|23.0|0|5.0|0|0.0|0
0|2020-05-28|23.0|0|5.0|0|0.0|0
0|2020-05-29|23.0|0|5.0|0|0.0|0
0|2020-05-30|23.0|0|5.0|0|0.0|0
