|dates|Brown_Ohio_UnitedStates.JHU_ConfirmedCases.data|Brown_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Brown_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|21.0|0|1.0|0|0.0|0
0|2020-05-15|22.0|0|1.0|0|0.0|0
0|2020-05-16|22.0|0|1.0|0|0.0|0
