|dates|Lawrence_Ohio_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|27.0|0|0.0|0|0.0|0
0|2020-05-15|27.0|0|0.0|0|0.0|0
0|2020-05-16|27.0|0|0.0|0|0.0|0
