|dates|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Anson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|49.0|0|0.0|0|0.0|0
0|2020-05-18|50.0|0|0.0|0|0.0|0
0|2020-05-19|50.0|0|0.0|0|0.0|0
0|2020-05-20|50.0|0|0.0|0|0.0|0
0|2020-05-21|50.0|0|0.0|0|0.0|0
0|2020-05-22|55.0|0|0.0|0|0.0|0
0|2020-05-23|55.0|0|0.0|0|0.0|0
