|dates|Dutchess_NewYork_UnitedStates.JHU_ConfirmedCases.data|Dutchess_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Dutchess_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Dutchess_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Dutchess_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Dutchess_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3543.0|0|120.0|0|0.0|0
0|2020-05-18|3552.0|0|120.0|0|0.0|0
0|2020-05-19|3710.0|0|126.0|0|0.0|0
0|2020-05-20|3724.0|0|126.0|0|0.0|0
0|2020-05-21|3745.0|0|126.0|0|0.0|0
0|2020-05-22|3767.0|0|126.0|0|0.0|0
0|2020-05-23|3767.0|0|126.0|0|0.0|0
