|dates|Fayette_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Fayette_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|89.0|0|4.0|0|0.0|0
0|2020-05-18|91.0|0|4.0|0|0.0|0
0|2020-05-19|92.0|0|4.0|0|0.0|0
0|2020-05-20|93.0|0|4.0|0|0.0|0
0|2020-05-21|93.0|0|4.0|0|0.0|0
0|2020-05-22|93.0|0|4.0|0|0.0|0
0|2020-05-23|93.0|0|4.0|0|0.0|0
