|dates|Wapello_Iowa_UnitedStates.JHU_ConfirmedCases.data|Wapello_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Wapello_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Wapello_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Wapello_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Wapello_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|538.0|0|4.0|0|0.0|0
0|2020-05-28|538.0|0|4.0|0|0.0|0
0|2020-05-29|538.0|0|4.0|0|0.0|0
0|2020-05-30|538.0|0|4.0|0|0.0|0
