|dates|Terrell_Texas_UnitedStates.JHU_ConfirmedCases.data|Terrell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Terrell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Terrell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Terrell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Terrell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|33912.0|0|925.0|0|0.0|0
0|2020-05-18|33912.0|0|925.0|0|0.0|0
0|2020-05-19|33912.0|0|925.0|0|0.0|0
0|2020-05-20|33912.0|0|925.0|0|0.0|0
0|2020-05-21|33912.0|0|925.0|0|0.0|0
0|2020-05-22|33912.0|0|925.0|0|0.0|0
0|2020-05-23|33912.0|0|925.0|0|0.0|0
