|dates|Hendry_Florida_UnitedStates.JHU_ConfirmedCases.data|Hendry_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hendry_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hendry_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hendry_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hendry_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|211.0|0|12.0|0|0.0|0
0|2020-05-18|222.0|0|12.0|0|0.0|0
0|2020-05-19|224.0|0|12.0|0|0.0|0
0|2020-05-20|228.0|0|12.0|0|0.0|0
0|2020-05-21|240.0|0|12.0|0|0.0|0
0|2020-05-22|250.0|0|12.0|0|0.0|0
0|2020-05-23|250.0|0|12.0|0|0.0|0
