|dates|Pulaski_Georgia_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|39.0|0|2.0|0|0.0|0
0|2020-05-28|39.0|0|2.0|0|0.0|0
0|2020-05-29|39.0|0|2.0|0|0.0|0
0|2020-05-30|39.0|0|2.0|0|0.0|0
