|dates|Fulton_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Fulton_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
