|dates|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lycoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|147.0|0|7.0|0|0.0|0
0|2020-05-18|149.0|0|8.0|0|0.0|0
0|2020-05-19|149.0|0|9.0|0|0.0|0
0|2020-05-20|152.0|0|9.0|0|0.0|0
0|2020-05-21|152.0|0|10.0|0|0.0|0
0|2020-05-22|155.0|0|12.0|0|0.0|0
0|2020-05-23|155.0|0|12.0|0|0.0|0
