|dates|Mahnomen_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Mahnomen_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Mahnomen_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Mahnomen_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Mahnomen_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Mahnomen_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5.0|0|1.0|0|0.0|0
0|2020-05-18|5.0|0|1.0|0|0.0|0
0|2020-05-19|5.0|0|1.0|0|0.0|0
0|2020-05-20|5.0|0|1.0|0|0.0|0
0|2020-05-21|5.0|0|1.0|0|0.0|0
0|2020-05-22|5.0|0|1.0|0|0.0|0
0|2020-05-23|5.0|0|1.0|0|0.0|0
