|dates|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|81.0|0|1.0|0|0.0|0
0|2020-05-28|81.0|0|1.0|0|0.0|0
0|2020-05-29|81.0|0|1.0|0|0.0|0
0|2020-05-30|81.0|0|1.0|0|0.0|0
