|dates|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Stutsman_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|18.0|0|0.0|0|0.0|0
0|2020-05-25|18.0|0|0.0|0|0.0|0
0|2020-05-26|18.0|0|0.0|0|0.0|0
