|dates|Ochiltree_Texas_UnitedStates.JHU_ConfirmedCases.data|Ochiltree_Texas_UnitedStates.JHU_ConfirmedCases.missing|Ochiltree_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Ochiltree_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Ochiltree_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Ochiltree_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|40.0|0|2.0|0|0.0|0
0|2020-05-18|41.0|0|2.0|0|0.0|0
0|2020-05-19|40.0|0|2.0|0|0.0|0
0|2020-05-20|41.0|0|3.0|0|0.0|0
0|2020-05-21|41.0|0|3.0|0|0.0|0
0|2020-05-22|41.0|0|3.0|0|0.0|0
0|2020-05-23|41.0|0|3.0|0|0.0|0
