|dates|PrinceEdward_Virginia_UnitedStates.JHU_ConfirmedCases.data|PrinceEdward_Virginia_UnitedStates.JHU_ConfirmedCases.missing|PrinceEdward_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|PrinceEdward_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|PrinceEdward_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|PrinceEdward_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|108.0|0|2.0|0|0.0|0
0|2020-05-25|108.0|0|2.0|0|0.0|0
0|2020-05-26|108.0|0|2.0|0|0.0|0
