|dates|Kent_Texas_UnitedStates.JHU_ConfirmedCases.data|Kent_Texas_UnitedStates.JHU_ConfirmedCases.missing|Kent_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Kent_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Kent_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Kent_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|33912.0|0|925.0|0|0.0|0
0|2020-05-15|33912.0|0|925.0|0|0.0|0
0|2020-05-16|33912.0|0|925.0|0|0.0|0
