|dates|Missoula_Montana_UnitedStates.JHU_ConfirmedCases.data|Missoula_Montana_UnitedStates.JHU_ConfirmedCases.missing|Missoula_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Missoula_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Missoula_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Missoula_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|39.0|0|1.0|0|0.0|0
0|2020-05-18|39.0|0|1.0|0|0.0|0
0|2020-05-19|39.0|0|1.0|0|0.0|0
0|2020-05-20|39.0|0|1.0|0|0.0|0
0|2020-05-21|39.0|0|1.0|0|0.0|0
0|2020-05-22|39.0|0|1.0|0|0.0|0
0|2020-05-23|39.0|0|1.0|0|0.0|0
