|dates|Garfield_Utah_UnitedStates.JHU_ConfirmedCases.data|Garfield_Utah_UnitedStates.JHU_ConfirmedCases.missing|Garfield_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Garfield_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Garfield_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Garfield_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
