|dates|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|552.0|0|14.0|0|0.0|0
0|2020-05-25|601.0|0|14.0|0|0.0|0
0|2020-05-26|601.0|0|14.0|0|0.0|0
