|dates|Escambia_Alabama_UnitedStates.JHU_ConfirmedCases.data|Escambia_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Escambia_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Escambia_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Escambia_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Escambia_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|48.0|0|3.0|0|0.0|0
0|2020-05-28|48.0|0|3.0|0|0.0|0
0|2020-05-29|48.0|0|3.0|0|0.0|0
0|2020-05-30|48.0|0|3.0|0|0.0|0
