|dates|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|581.0|0|44.0|0|0.0|0
0|2020-05-28|581.0|0|44.0|0|0.0|0
0|2020-05-29|581.0|0|44.0|0|0.0|0
0|2020-05-30|581.0|0|44.0|0|0.0|0
