|dates|Gloucester_Virginia_UnitedStates.JHU_ConfirmedCases.data|Gloucester_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Gloucester_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Gloucester_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Gloucester_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Gloucester_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|30.0|0|1.0|0|0.0|0
0|2020-05-25|30.0|0|1.0|0|0.0|0
0|2020-05-26|30.0|0|1.0|0|0.0|0
