|dates|Martin_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Martin_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Martin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Martin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Martin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Martin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|118.0|0|5.0|0|0.0|0
0|2020-05-18|120.0|0|5.0|0|0.0|0
0|2020-05-19|123.0|0|5.0|0|0.0|0
0|2020-05-20|123.0|0|5.0|0|0.0|0
0|2020-05-21|124.0|0|5.0|0|0.0|0
0|2020-05-22|124.0|0|5.0|0|0.0|0
0|2020-05-23|124.0|0|5.0|0|0.0|0
