|dates|Nobles_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Nobles_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Nobles_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Nobles_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Nobles_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Nobles_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1457.0|0|2.0|0|0.0|0
0|2020-05-25|1469.0|0|2.0|0|0.0|0
0|2020-05-26|1469.0|0|2.0|0|0.0|0
