|dates|GrandIsle_Vermont_UnitedStates.JHU_ConfirmedCases.data|GrandIsle_Vermont_UnitedStates.JHU_ConfirmedCases.missing|GrandIsle_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|GrandIsle_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|GrandIsle_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|GrandIsle_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
