|dates|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|561.0|0|25.0|0|0.0|0
0|2020-05-25|567.0|0|25.0|0|0.0|0
0|2020-05-26|567.0|0|25.0|0|0.0|0
