|dates|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Marquette_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|3.0|0|1.0|0|0.0|0
0|2020-05-25|3.0|0|1.0|0|0.0|0
0|2020-05-26|3.0|0|1.0|0|0.0|0
