|dates|Fulton_Georgia_UnitedStates.JHU_ConfirmedCases.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4054.0|0|196.0|0|0.0|0
0|2020-05-25|4080.0|0|199.0|0|0.0|0
0|2020-05-26|4080.0|0|199.0|0|0.0|0
